"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Beryl Junction","Beryl Junction","UT","Utah","49021","Iron","37.7010","-113.6535","23","4.9","shape","FALSE","FALSE","America/Denver","3","84714","1840026787"
"Piney","Piney","OK","Oklahoma","40001","Adair","35.8875","-94.5537","23","2.0","shape","FALSE","FALSE","America/Chicago","3","74960","1840034578"
"Nanafalia","Nanafalia","AL","Alabama","01091","Marengo","32.1114","-87.9958","23","4.1","shape","FALSE","FALSE","America/Chicago","3","36782 36764","1840025910"
"Pollock","Pollock","MO","Missouri","29211","Sullivan","40.3583","-93.0834","23","39.8","shape","FALSE","TRUE","America/Chicago","3","63560","1840012241"
"Pompeys Pillar","Pompeys Pillar","MT","Montana","30111","Yellowstone","45.9906","-107.9504","23","51.8","shape","FALSE","FALSE","America/Denver","3","59064","1840032663"
"Oxville","Oxville","IL","Illinois","17171","Scott","39.7054","-90.5604","23","26.0","shape","FALSE","FALSE","America/Chicago","3","62621","1840051510"
"Roll","Roll","IN","Indiana","18009","Blackford","40.5523","-85.3903","23","10.6","point","FALSE","FALSE","America/Indiana/Indianapolis","4","47348 47359","1840030011"
"Cliff Village","Cliff Village","MO","Missouri","29145","Newton","37.0252","-94.5172","23","79.6","shape","FALSE","TRUE","America/Chicago","3","64804","1840010892"
"Stidham","Stidham","OK","Oklahoma","40091","McIntosh","35.3686","-95.7008","23","30.5","shape","FALSE","TRUE","America/Chicago","3","74432","1840022749"
"Leando","Leando","IA","Iowa","19177","Van Buren","40.8237","-92.0823","23","4.0","shape","FALSE","FALSE","America/Chicago","3","52551","1840005357"
"Hansboro","Hansboro","ND","North Dakota","38095","Towner","48.9524","-99.3802","23","13.2","shape","FALSE","TRUE","America/Chicago","3","58339","1840000020"
"Lake Roberts Heights","Lake Roberts Heights","NM","New Mexico","35017","Grant","33.0271","-108.1381","23","11.6","shape","FALSE","TRUE","America/Denver","4","88049","1840040127"
"Fancy Gap","Fancy Gap","VA","Virginia","51035","Carroll","36.6771","-80.6997","23","2.2","shape","FALSE","FALSE","America/New_York","3","24328","1840006524"
"Otranto","Otranto","IA","Iowa","19131","Mitchell","43.4608","-92.9863","23","21.7","shape","FALSE","FALSE","America/Chicago","3","50472","1840024041"
"Sage Creek Colony","Sage Creek Colony","MT","Montana","30051","Liberty","48.9288","-110.9723","23","20.8","shape","FALSE","FALSE","America/Denver","3","59522","1840078101"
"Cynthiana","Cynthiana","OH","Ohio","39131","Pike","39.1736","-83.3485","23","105.1","shape","FALSE","FALSE","America/New_York","3","45612 45624","1840026675"
"Lushton","Lushton","NE","Nebraska","31185","York","40.7240","-97.7237","23","11.7","shape","FALSE","TRUE","America/Chicago","3","68371","1840011822"
"Big Spring","Big Spring","MD","Maryland","24043","Washington","39.6257","-77.9396","23","101.4","shape","FALSE","FALSE","America/New_York","3","21722","1840024390"
"Scott","Scott","AR","Arkansas","05085","Lonoke","34.6966","-92.0938","23","2.8","shape","FALSE","FALSE","America/Chicago","3","72142","1840013527"
"Inverness","Inverness","MT","Montana","30041","Hill","48.5599","-110.7101","23","2.3","shape","FALSE","FALSE","America/Denver","3","59530","1840017303"
"Bassett","Bassett","KS","Kansas","20001","Allen","37.9063","-95.4076","23","16.3","shape","FALSE","TRUE","America/Chicago","3","66749","1840007555"
"Shoshone","Shoshone","CA","California","06027","Inyo","35.9510","-116.3056","23","0.2","shape","FALSE","FALSE","America/Los_Angeles","3","92384","1840018952"
"Floriston","Floriston","CA","California","06057","Nevada","39.3930","-120.0149","23","9.4","shape","FALSE","FALSE","America/Los_Angeles","3","96111","1840025608"
"Samnorwood","Samnorwood","TX","Texas","48087","Collingsworth","35.0500","-100.2814","23","5.4","shape","FALSE","FALSE","America/Chicago","3","79079","1840019179"
"Coppock","Coppock","IA","Iowa","19183","Washington","41.1636","-91.7151","23","65.4","shape","FALSE","TRUE","America/Chicago","3","52654","1840007146"
"Cascade Colony","Cascade Colony","MT","Montana","30013","Cascade","47.4410","-111.8178","23","10.4","shape","FALSE","FALSE","America/Denver","3","59421 59483","1840151930"
"Beavertown","Beavertown","PA","Pennsylvania","42013","Blair","40.3737","-78.2370","23","28.7","shape","FALSE","FALSE","America/New_York","3","16662 16693","1840153023"
"Strang","Strang","NE","Nebraska","31059","Fillmore","40.4149","-97.5872","22","37.2","shape","FALSE","TRUE","America/Chicago","3","68444","1840012054"
"Ferney","Ferney","SD","South Dakota","46013","Brown","45.3346","-98.0939","22","8.5","shape","FALSE","FALSE","America/Chicago","3","57434 57439","1840023894"
"Bavaria","Bavaria","KS","Kansas","20169","Saline","38.7955","-97.7548","22","45.6","shape","FALSE","FALSE","America/Chicago","3","67401","1840030241"
"Owasa","Owasa","IA","Iowa","19083","Hardin","42.4319","-93.2047","22","15.1","shape","FALSE","TRUE","America/Chicago","3","50126","1840009125"
"Mountain View Colony","Mountain View Colony","MT","Montana","30111","Yellowstone","46.0680","-108.7213","22","19.2","shape","FALSE","FALSE","America/Denver","3","59015","1840142539"
"Pheba","Pheba","MS","Mississippi","28025","Clay","33.5835","-88.9494","22","4.1","shape","FALSE","FALSE","America/Chicago","3","39755","1840032394"
"Labette","Labette","KS","Kansas","20099","Labette","37.2300","-95.1836","22","50.5","shape","FALSE","TRUE","America/Chicago","3","67356","1840008767"
"Benton","Benton","IA","Iowa","19159","Ringgold","40.7047","-94.3608","22","11.2","shape","FALSE","TRUE","America/Chicago","3","50835","1840007194"
"New Salem","New Salem","KS","Kansas","20035","Cowley","37.3143","-96.8897","22","11.0","shape","FALSE","FALSE","America/Chicago","3","67156","1840058054"
"Floraville","Floraville","IL","Illinois","17163","St. Clair","38.3764","-90.0562","22","91.5","shape","FALSE","FALSE","America/Chicago","3","62298","1840024656"
"Onaka","Onaka","SD","South Dakota","46049","Faulk","45.1912","-99.4659","22","5.9","shape","FALSE","TRUE","America/Chicago","3","57466","1840000284"
"Biddle","Biddle","MT","Montana","30075","Powder River","45.1051","-105.3116","22","2.8","shape","FALSE","FALSE","America/Denver","3","59314","1840023900"
"Cathay","Cathay","ND","North Dakota","38103","Wells","47.5542","-99.4108","22","58.3","shape","FALSE","TRUE","America/Chicago","3","58422","1840001901"
"Rockwood","Rockwood","IL","Illinois","17157","Randolph","37.8404","-89.6968","22","27.5","shape","FALSE","TRUE","America/Chicago","3","62280","1840012937"
"Spiritwood","Spiritwood","ND","North Dakota","38093","Stutsman","46.9343","-98.4933","22","9.7","shape","FALSE","FALSE","America/Chicago","3","58481","1840023844"
"Speed","Speed","KS","Kansas","20147","Phillips","39.6764","-99.4209","22","50.7","shape","FALSE","TRUE","America/Chicago","3","67661","1840009509"
"Windham","Windham","MT","Montana","30045","Judith Basin","47.0781","-110.1386","22","20.4","shape","FALSE","FALSE","America/Denver","3","59479","1840032707"
"Louisburg","Louisburg","MN","Minnesota","27073","Lac qui Parle","45.1645","-96.1711","22","19.5","shape","FALSE","TRUE","America/Chicago","3","56256","1840008919"
"Floweree","Floweree","MT","Montana","30015","Chouteau","47.7248","-111.0254","22","7.2","shape","FALSE","FALSE","America/Denver","3","59440","1840032801"
"Mexican Hat","Mexican Hat","UT","Utah","49037","San Juan","37.1731","-109.8730","22","1.0","shape","FALSE","FALSE","America/Denver","3","84531","1840018874"
"Leopold","Leopold","IN","Indiana","18123","Perry","38.1039","-86.5833","22","33.8","point","FALSE","FALSE","America/Indiana/Tell_City","4","47551","1840030072"
"Prairie City","Prairie City","SD","South Dakota","46105","Perkins","45.5312","-102.8164","22","6.0","shape","FALSE","FALSE","America/Denver","3","57649","1840023891"
"Hogeland","Hogeland","MT","Montana","30005","Blaine","48.8547","-108.6624","22","16.7","shape","FALSE","FALSE","America/Denver","3","59529","1840032616"
"Alsen","Alsen","ND","North Dakota","38019","Cavalier","48.6303","-98.7048","22","18.4","shape","FALSE","TRUE","America/Chicago","3","58311 58352 58338","1840016544"
"Lancaster","Lancaster","VA","Virginia","51103","Lancaster","37.7675","-76.4549","22","3.9","shape","FALSE","FALSE","America/New_York","3","22503","1840037426"
"Montello","Montello","NV","Nevada","32007","Elko","41.2671","-114.1970","22","20.7","shape","FALSE","FALSE","America/Los_Angeles","3","89830","1840024117"
"Kickapoo Site 2","Kickapoo Site 2","KS","Kansas","20013","Brown","39.7029","-95.6495","22","9.9","shape","FALSE","TRUE","America/Chicago","5","66439","1840039297"
"Lowman","Lowman","ID","Idaho","16015","Boise","44.0786","-115.6206","22","4.2","shape","FALSE","FALSE","America/Boise","3","83637","1840023992"
"Helen","Helen","WV","West Virginia","54081","Raleigh","37.6374","-81.3130","22","232.4","shape","FALSE","FALSE","America/New_York","3","25853","1840025711"
"Aguilares","Aguilares","TX","Texas","48479","Webb","27.4516","-99.0932","21","4.6","shape","FALSE","FALSE","America/Chicago","3","78369","1840025158"
"Barada","Barada","NE","Nebraska","31147","Richardson","40.2185","-95.5777","21","28.5","shape","FALSE","TRUE","America/Chicago","3","68355","1840012342"
"Cotter","Cotter","IA","Iowa","19115","Louisa","41.2925","-91.4617","21","56.5","shape","FALSE","TRUE","America/Chicago","3","52738","1840007136"
"San Mateo","San Mateo","NM","New Mexico","35006","Cibola","35.3381","-107.6450","21","2.9","shape","FALSE","FALSE","America/Denver","3","87020","1840024967"
"Milford","Milford","MO","Missouri","29011","Barton","37.5864","-94.1581","21","26.7","shape","FALSE","TRUE","America/Chicago","3","64759","1840012995"
"Domino","Domino","TX","Texas","48067","Cass","33.2495","-94.1162","21","17.9","shape","FALSE","TRUE","America/Chicago","3","75572","1840022033"
"Oakhurst","Oakhurst","TX","Texas","48407","San Jacinto","30.7434","-95.3072","21","5.3","shape","FALSE","FALSE","America/Chicago","3","77359","1840025996"
"Denver","Denver","MO","Missouri","29227","Worth","40.3989","-94.3233","21","37.2","shape","FALSE","TRUE","America/Chicago","3","64441","1840012144"
"Keystone","Keystone","NE","Nebraska","31101","Keith","41.2187","-101.5841","21","56.1","shape","FALSE","FALSE","America/Denver","3","69144","1840024160"
"Toeterville","Toeterville","IA","Iowa","19131","Mitchell","43.4401","-92.8879","21","9.1","shape","FALSE","FALSE","America/Chicago","3","50472","1840024042"
"Golden","Golden","NM","New Mexico","35049","Santa Fe","35.2637","-106.2230","21","1.2","shape","FALSE","FALSE","America/Denver","3","87047","1840024913"
"Natural Bridge","Natural Bridge","AL","Alabama","01133","Winston","34.0904","-87.6014","21","18.7","shape","FALSE","TRUE","America/Chicago","3","35575 35577","1840016711"
"Dennis","Dennis","MS","Mississippi","28141","Tishomingo","34.5590","-88.2303","21","6.0","shape","FALSE","FALSE","America/Chicago","3","38838","1840032304"
"Atomic City","Atomic City","ID","Idaho","16011","Bingham","43.4431","-112.8124","21","49.0","shape","FALSE","TRUE","America/Boise","3","83215","1840018648"
"Elmer","Elmer","MO","Missouri","29121","Macon","39.9573","-92.6499","21","52.7","shape","FALSE","TRUE","America/Chicago","3","63538","1840008398"
