"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Cygnet","Cygnet","OH","Ohio","39173","Wood","41.2407","-83.6437","479","440.6","shape","FALSE","TRUE","America/New_York","3","43413","1840011554"
"Lake Arthur Estates","Lake Arthur Estates","PA","Pennsylvania","42019","Butler","40.9616","-80.1483","479","278.9","shape","FALSE","FALSE","America/New_York","3","16051","1840035452"
"West Baden Springs","West Baden Springs","IN","Indiana","18117","Orange","38.5676","-86.6120","479","169.9","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47469","1840010779"
"Big Springs","Big Springs","NE","Nebraska","31049","Deuel","41.0609","-102.0745","479","417.5","shape","FALSE","TRUE","America/Denver","3","69122","1840011731"
"Naturita","Naturita","CO","Colorado","08085","Montrose","38.2183","-108.5665","479","300.5","shape","FALSE","TRUE","America/Denver","3","81422","1840022504"
"El Portal","El Portal","CA","California","06043","Mariposa","37.6737","-119.7870","479","99.2","shape","FALSE","FALSE","America/Los_Angeles","3","95318","1840024752"
"West College Corner","West College Corner","IN","Indiana","18161","Union","39.5694","-84.8190","479","677.7","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47003","1840010608"
"Hartford Village","Hartford Village","VT","Vermont","50027","Windsor","43.6638","-72.3364","479","158.1","shape","FALSE","FALSE","America/New_York","4","05001 05047","1840152971"
"Bunn","Bunn","NC","North Carolina","37069","Franklin","35.9591","-78.2520","478","342.0","shape","FALSE","TRUE","America/New_York","3","27508","1840015321"
"Dudleyville","Dudleyville","AZ","Arizona","04021","Pinal","32.9127","-110.7345","478","27.5","shape","FALSE","FALSE","America/Phoenix","3","85192","1840019358"
"Louin","Louin","MS","Mississippi","28061","Jasper","32.0722","-89.2627","478","30.4","shape","FALSE","TRUE","America/Chicago","3","39338","1840017035"
"Darlington","Darlington","MD","Maryland","24025","Harford","39.6425","-76.2035","478","176.6","shape","FALSE","FALSE","America/New_York","3","21034","1840026621"
"Binger","Binger","OK","Oklahoma","40015","Caddo","35.3097","-98.3430","478","213.9","shape","FALSE","TRUE","America/Chicago","3","73009","1840020435"
"Crawfordsville","Crawfordsville","AR","Arkansas","05035","Crittenden","35.2267","-90.3241","478","330.2","shape","FALSE","TRUE","America/Chicago","3","72327","1840016383"
"Eudora","Eudora","MS","Mississippi","28033","DeSoto","34.8310","-90.1488","478","46.9","shape","FALSE","FALSE","America/Chicago","3","38632 38641","1840074623"
"White","White","SD","South Dakota","46011","Brookings","44.4359","-96.6460","478","211.3","shape","FALSE","TRUE","America/Chicago","3","57276","1840002505"
"New Albin","New Albin","IA","Iowa","19005","Allamakee","43.4970","-91.2878","478","693.8","shape","FALSE","TRUE","America/Chicago","3","52160","1840007977"
"South Van Horn","South Van Horn","AK","Alaska","02090","Fairbanks North Star","64.8091","-147.7854","478","23.5","shape","FALSE","TRUE","America/Anchorage","4","99709 99701","1840075206"
"Wayland","Wayland","MO","Missouri","29045","Clark","40.3963","-91.5755","478","274.4","shape","FALSE","TRUE","America/Chicago","3","63430 63472","1840010402"
"Verona","Verona","MO","Missouri","29109","Lawrence","36.9631","-93.7936","478","212.6","shape","FALSE","TRUE","America/Chicago","3","65769","1840010883"
"Ottertail","Ottertail","MN","Minnesota","27111","Otter Tail","46.4267","-95.5637","478","43.2","shape","FALSE","TRUE","America/Chicago","3","56571","1840008849"
"Echo","Echo","OR","Oregon","41059","Umatilla","45.7431","-119.1917","478","319.3","shape","FALSE","TRUE","America/Los_Angeles","3","97826","1840019913"
"Romney","Romney","IN","Indiana","18157","Tippecanoe","40.2538","-86.8995","477","210.6","shape","FALSE","FALSE","America/Indiana/Indianapolis","4","47981","1840055532"
"Micro","Micro","NC","North Carolina","37101","Johnston","35.5624","-78.2035","477","439.2","shape","FALSE","TRUE","America/New_York","3","27555","1840016289"
"Naplate","Naplate","IL","Illinois","17099","LaSalle","41.3316","-88.8802","477","565.3","shape","FALSE","TRUE","America/Chicago","3","61350","1840011538"
"New Hebron","New Hebron","MS","Mississippi","28077","Lawrence","31.7332","-89.9833","477","275.0","shape","FALSE","TRUE","America/Chicago","3","39140","1840017078"
"Hayes","Hayes","LA","Louisiana","22019","Calcasieu","30.1112","-92.9236","477","66.2","shape","FALSE","FALSE","America/Chicago","3","70646","1840026021"
"Bertha","Bertha","MN","Minnesota","27153","Todd","46.2671","-95.0618","477","169.9","shape","FALSE","TRUE","America/Chicago","3","56437","1840006666"
"Buckley","Buckley","IL","Illinois","17075","Iroquois","40.5973","-88.0378","477","680.3","shape","FALSE","TRUE","America/Chicago","3","60918","1840010337"
"Joiner","Joiner","AR","Arkansas","05093","Mississippi","35.5054","-90.1501","477","299.3","shape","FALSE","TRUE","America/Chicago","3","72350","1840027747"
"De Land","De Land","IL","Illinois","17147","Piatt","40.1218","-88.6435","477","433.9","shape","FALSE","TRUE","America/Chicago","3","61839","1840012322"
"Racine","Racine","MN","Minnesota","27099","Mower","43.7755","-92.4810","477","275.8","shape","FALSE","TRUE","America/Chicago","3","55967","1840009005"
"Brewer","Brewer","MO","Missouri","29157","Perry","37.7836","-89.9180","477","78.7","shape","FALSE","FALSE","America/Chicago","3","63775 63673","1840025715"
"Olney Springs","Olney Springs","CO","Colorado","08025","Crowley","38.1663","-103.9445","477","295.0","shape","FALSE","TRUE","America/Denver","3","81062","1840022510"
"Hopewell","Hopewell","IL","Illinois","17123","Marshall","40.9842","-89.4572","477","162.2","shape","FALSE","TRUE","America/Chicago","3","61565","1840011772"
"Sheppton","Sheppton","PA","Pennsylvania","42107","Schuylkill","40.8964","-76.1196","477","378.6","shape","FALSE","FALSE","America/New_York","3","18248","1840005218"
"Eskridge","Eskridge","KS","Kansas","20197","Wabaunsee","38.8595","-96.1049","477","356.0","shape","FALSE","TRUE","America/Chicago","3","66423","1840008546"
"Florence","Florence","WI","Wisconsin","55037","Florence","45.9266","-88.2463","477","68.1","shape","FALSE","FALSE","America/Chicago","3","54121","1840025288"
"Nectar","Nectar","AL","Alabama","01009","Blount","33.9686","-86.6346","476","101.5","shape","FALSE","TRUE","America/Chicago","3","35079 35049","1840016721"
"Brownville Junction","Brownville Junction","ME","Maine","23021","Piscataquis","45.3488","-69.0555","476","286.5","shape","FALSE","FALSE","America/New_York","3","04414 04415","1840143111"
"Loch Lynn Heights","Loch Lynn Heights","MD","Maryland","24023","Garrett","39.3919","-79.3726","476","438.0","shape","FALSE","TRUE","America/New_York","3","21550","1840005632"
"Liverpool","Liverpool","TX","Texas","48039","Brazoria","29.3018","-95.2746","476","168.0","shape","FALSE","TRUE","America/Chicago","3","77577 77511","1840020975"
"Arnot","Arnot","PA","Pennsylvania","42117","Tioga","41.6624","-77.1223","476","179.1","shape","FALSE","FALSE","America/New_York","3","16911 16912","1840026233"
"Fort Yukon","Fort Yukon","AK","Alaska","02290","Yukon-Koyukuk","66.5806","-145.2415","476","27.3","shape","FALSE","TRUE","America/Anchorage","3","99740","1840023446"
"Chefornak","Chefornak","AK","Alaska","02050","Bethel","60.1550","-164.2550","476","35.1","shape","FALSE","TRUE","America/Nome","3","99561","1840023354"
"Red Level","Red Level","AL","Alabama","01039","Covington","31.4055","-86.6084","476","95.6","shape","FALSE","TRUE","America/Chicago","3","36474","1840018176"
"Huntsville","Huntsville","OH","Ohio","39091","Logan","40.4425","-83.8043","476","379.4","shape","FALSE","TRUE","America/New_York","3","43324","1840012151"
"Ewing","Ewing","VA","Virginia","51105","Lee","36.6381","-83.4291","476","48.8","shape","FALSE","FALSE","America/New_York","3","24248","1840001726"
"Rosholt","Rosholt","WI","Wisconsin","55097","Portage","44.6301","-89.3053","475","174.6","shape","FALSE","TRUE","America/Chicago","3","54473","1840002329"
"Chalmers","Chalmers","IN","Indiana","18181","White","40.6624","-86.8679","475","439.9","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47929","1840009379"
"Irvona","Irvona","PA","Pennsylvania","42033","Clearfield","40.7737","-78.5501","475","197.3","shape","FALSE","TRUE","America/New_York","3","16656","1840003497"
"Cecil","Cecil","WI","Wisconsin","55115","Shawano","44.8108","-88.4485","475","102.4","shape","FALSE","TRUE","America/Chicago","3","54111","1840002264"
"Cove","Cove","UT","Utah","49005","Cache","41.9683","-111.7794","475","12.5","shape","FALSE","FALSE","America/Denver","3","84320 84333","1840017474"
"Washington Park","Washington Park","NC","North Carolina","37013","Beaufort","35.5328","-77.0316","475","550.2","shape","FALSE","TRUE","America/New_York","3","27889","1840016303"
"Stockton","Stockton","NJ","New Jersey","34019","Hunterdon","40.4061","-74.9758","475","335.7","shape","FALSE","TRUE","America/New_York","3","08559","1840001042"
"Mattoon","Mattoon","WI","Wisconsin","55115","Shawano","45.0046","-89.0411","475","111.9","shape","FALSE","TRUE","America/Chicago","3","54409 54450","1840002265"
"South Royalton","South Royalton","VT","Vermont","50027","Windsor","43.8123","-72.5155","475","165.2","shape","FALSE","FALSE","America/New_York","3","05068","1840025413"
"Wrigley","Wrigley","TN","Tennessee","47081","Hickman","35.8997","-87.3536","475","191.9","shape","FALSE","FALSE","America/Chicago","3","37098","1840024920"
"Thornton","Thornton","TX","Texas","48293","Limestone","31.4111","-96.5738","475","186.6","shape","FALSE","TRUE","America/Chicago","3","76687","1840023117"
"Kismet","Kismet","KS","Kansas","20175","Seward","37.2046","-100.7018","475","474.6","shape","FALSE","TRUE","America/Chicago","3","67859","1840008761"
"Gem Lake","Gem Lake","MN","Minnesota","27123","Ramsey","45.0580","-93.0405","475","175.5","shape","FALSE","TRUE","America/Chicago","3","55110","1840007839"
"Eek","Eek","AK","Alaska","02050","Bethel","60.2164","-162.0331","475","283.1","shape","FALSE","TRUE","America/Nome","3","99578","1840023356"
"Arlington","Arlington","KS","Kansas","20155","Reno","37.8962","-98.1780","475","148.7","shape","FALSE","TRUE","America/Chicago","3","67514","1840007539"
"Ashley","Ashley","MI","Michigan","26057","Gratiot","43.1873","-84.4762","475","273.6","shape","FALSE","TRUE","America/Detroit","3","48806","1840010996"
"Fredonia","Fredonia","KY","Kentucky","21033","Caldwell","37.2085","-88.0603","475","295.3","shape","FALSE","TRUE","America/Chicago","3","42411","1840013251"
"York","York","AZ","Arizona","04011","Greenlee","32.9175","-109.1960","475","89.4","shape","FALSE","FALSE","America/Phoenix","3","85534","1840022951"
"Twin Lakes","Twin Lakes","IA","Iowa","19025","Calhoun","42.4770","-94.6357","475","138.8","shape","FALSE","FALSE","America/Chicago","3","50563 50579","1840029703"
"Eldorado","Eldorado","PA","Pennsylvania","42013","Blair","40.4812","-78.4392","474","252.9","shape","FALSE","FALSE","America/New_York","3","16601","1840141660"
"Good Thunder","Good Thunder","MN","Minnesota","27013","Blue Earth","44.0068","-94.0705","474","292.0","shape","FALSE","TRUE","America/Chicago","3","56037","1840007904"
"Bruceville","Bruceville","IN","Indiana","18083","Knox","38.7580","-87.4154","474","254.3","shape","FALSE","TRUE","America/Indiana/Vincennes","3","47516","1840009730"
"Walton","Walton","NE","Nebraska","31109","Lancaster","40.7960","-96.5658","474","52.8","shape","FALSE","FALSE","America/Chicago","3","68520 68461","1840024239"
"Corning","Corning","OH","Ohio","39127","Perry","39.6016","-82.0876","474","425.5","shape","FALSE","TRUE","America/New_York","3","43730","1840012479"
"New England","New England","GA","Georgia","13083","Dade","34.9079","-85.4880","474","53.9","shape","FALSE","FALSE","America/New_York","3","30757 30752","1840049757"
"Busby","Busby","MT","Montana","30003","Big Horn","45.5281","-106.9752","474","12.8","shape","FALSE","FALSE","America/Denver","3","59016","1840017406"
"The Silos","The Silos","MT","Montana","30007","Broadwater","46.3985","-111.5865","474","35.7","shape","FALSE","TRUE","America/Denver","4","59644","1840039745"
"Mount Charleston","Mount Charleston","NV","Nevada","32003","Clark","36.2625","-115.6138","474","6.2","shape","FALSE","FALSE","America/Los_Angeles","3","89124","1840019025"
"New Village","New Village","NJ","New Jersey","34041","Warren","40.7184","-75.0773","474","192.9","shape","FALSE","FALSE","America/New_York","3","08886","1840033366"
"Danforth","Danforth","ME","Maine","23029","Washington","45.6595","-67.8682","474","73.9","shape","FALSE","FALSE","America/New_York","3","04424","1840152985"
"Rose Creek","Rose Creek","MN","Minnesota","27099","Mower","43.6045","-92.8289","473","372.5","shape","FALSE","TRUE","America/Chicago","3","55970","1840009006"
"Melrose","Melrose","NM","New Mexico","35009","Curry","34.4289","-103.6296","473","108.1","shape","FALSE","TRUE","America/Denver","3","88124","1840022817"
"Excel","Excel","AL","Alabama","01099","Monroe","31.4264","-87.3433","473","110.9","shape","FALSE","TRUE","America/Chicago","4","36460 36445 36439","1840004979"
"Kake","Kake","AK","Alaska","02198","Prince of Wales-Hyder","56.9729","-133.9148","473","23.8","shape","FALSE","TRUE","America/Sitka","3","99830","1840023307"
"Millerville","Millerville","AL","Alabama","01027","Clay","33.1926","-85.9302","473","27.3","shape","FALSE","FALSE","America/Chicago","3","35072 36267 36251","1840022974"
"Long Branch","Long Branch","PA","Pennsylvania","42125","Washington","40.0984","-79.8801","473","57.2","shape","FALSE","TRUE","America/New_York","3","15423","1840003658"
"Lake McMurray","Lake McMurray","WA","Washington","53057","Skagit","48.3178","-122.2320","473","132.2","shape","FALSE","FALSE","America/Los_Angeles","3","98274","1840037893"
"Lucas","Lucas","OH","Ohio","39139","Richland","40.7042","-82.4222","473","269.7","shape","FALSE","TRUE","America/New_York","3","44843","1840011883"
"Parkman","Parkman","WY","Wyoming","56033","Sheridan","44.9488","-107.3077","473","19.0","shape","FALSE","FALSE","America/Denver","3","82838","1840018596"
"Hoyleton","Hoyleton","IL","Illinois","17189","Washington","38.4457","-89.2721","473","240.3","shape","FALSE","TRUE","America/Chicago","3","62803","1840012900"
"Polo","Polo","MO","Missouri","29025","Caldwell","39.5495","-94.0395","473","296.7","shape","FALSE","TRUE","America/Chicago","3","64671","1840009556"
"Falls Village","Falls Village","CT","Connecticut","09160","Northwest Hills","41.9576","-73.3561","473","114.5","shape","FALSE","FALSE","America/New_York","3","06031","1840026221"
"Powhatan","Powhatan","VA","Virginia","51145","Powhatan","37.5427","-77.9267","473","88.1","shape","FALSE","FALSE","America/New_York","3","23139","1840037427"
"Bowerston","Bowerston","OH","Ohio","39067","Harrison","40.4273","-81.1874","473","360.6","shape","FALSE","TRUE","America/New_York","3","44695","1840012212"
"Peak Place","Peak Place","NM","New Mexico","35049","Santa Fe","35.7911","-105.9432","473","139.8","shape","FALSE","TRUE","America/Denver","4","87506","1840040161"
"Veblen","Veblen","SD","South Dakota","46091","Marshall","45.8620","-97.2869","472","777.6","shape","FALSE","TRUE","America/Chicago","3","57270","1840002041"
"Soso","Soso","MS","Mississippi","28067","Jones","31.7536","-89.2759","472","89.7","shape","FALSE","TRUE","America/Chicago","3","39480","1840018163"
"Clarksville","Clarksville","MO","Missouri","29163","Pike","39.3693","-90.9049","472","313.5","shape","FALSE","TRUE","America/Chicago","3","63336","1840007342"
"Fort Duchesne","Fort Duchesne","UT","Utah","49047","Uintah","40.2809","-109.8774","472","25.5","shape","FALSE","FALSE","America/Denver","3","84026","1840017502"
"Hampton","Hampton","FL","Florida","12007","Bradford","29.8643","-82.1380","472","173.0","shape","FALSE","TRUE","America/New_York","3","32044","1840014006"
"Oceanside","Oceanside","OR","Oregon","41057","Tillamook","45.4549","-123.9610","472","175.6","shape","FALSE","FALSE","America/Los_Angeles","3","97134 97141","1840018550"
"Waldo","Waldo","WI","Wisconsin","55117","Sheboygan","43.6766","-87.9478","472","187.2","shape","FALSE","TRUE","America/Chicago","3","53093","1840002617"
"Austinburg","Austinburg","OH","Ohio","39007","Ashtabula","41.7692","-80.8556","472","55.5","shape","FALSE","FALSE","America/New_York","3","44010","1840026244"
"Cragsmoor","Cragsmoor","NY","New York","36111","Ulster","41.6655","-74.3912","472","41.8","shape","FALSE","FALSE","America/New_York","3","12566 12420","1840004704"
"Naytahwaush","Naytahwaush","MN","Minnesota","27087","Mahnomen","47.2703","-95.6335","472","62.7","shape","FALSE","FALSE","America/Chicago","3","56566","1840003999"
"Woodland","Woodland","UT","Utah","49043","Summit","40.5838","-111.2358","471","87.9","shape","FALSE","FALSE","America/Denver","3","84036","1840018724"
"St. Stephens","St. Stephens","AL","Alabama","01129","Washington","31.5474","-88.0556","471","18.4","shape","FALSE","FALSE","America/Chicago","3","36569","1840004299"
"Gauley Bridge","Gauley Bridge","WV","West Virginia","54019","Fayette","38.1681","-81.2039","471","116.3","shape","FALSE","TRUE","America/New_York","3","25090 25085","1840006294"
"Kandiyohi","Kandiyohi","MN","Minnesota","27067","Kandiyohi","45.1315","-94.9328","471","465.7","shape","FALSE","TRUE","America/Chicago","3","56251","1840007802"
"Carlton","Carlton","MT","Montana","30063","Missoula","46.6796","-114.0718","471","29.5","shape","FALSE","FALSE","America/Denver","3","59833","1840023811"
"Spokane","Spokane","LA","Louisiana","22029","Concordia","31.7130","-91.4453","471","77.3","shape","FALSE","FALSE","America/Chicago","3","71334","1840025949"
"Eubank","Eubank","KY","Kentucky","21199","Pulaski","37.2799","-84.6541","471","214.7","shape","FALSE","TRUE","America/New_York","3","42567","1840013252"
"Topsail Beach","Topsail Beach","NC","North Carolina","37141","Pender","34.3744","-77.6320","471","41.4","shape","FALSE","TRUE","America/New_York","3","28445","1840016604"
"Robinette","Robinette","WV","West Virginia","54045","Logan","37.7856","-81.7879","471","60.6","shape","FALSE","FALSE","America/New_York","3","25607","1840038205"
"New Ross","New Ross","IN","Indiana","18107","Montgomery","39.9646","-86.7142","471","397.0","shape","FALSE","TRUE","America/Indiana/Indianapolis","3","47968","1840009465"
"Pecan Park","Pecan Park","NM","New Mexico","35029","Luna","32.2704","-107.6740","471","22.2","shape","FALSE","TRUE","America/Denver","4","88030","1840040168"
"Lower Berkshire Valley","Lower Berkshire Valley","NJ","New Jersey","34027","Morris","40.9132","-74.6104","471","180.3","shape","FALSE","FALSE","America/New_York","3","07885","1840153045"
"Webster","Webster","NC","North Carolina","37099","Jackson","35.3500","-83.2188","470","181.9","shape","FALSE","TRUE","America/New_York","3","28779 28788","1840016348"
"Dupree","Dupree","SD","South Dakota","46137","Ziebach","45.0495","-101.6013","470","463.0","shape","FALSE","TRUE","America/Denver","3","57623","1840000276"
"Bethel","Bethel","MN","Minnesota","27003","Anoka","45.4022","-93.2711","470","185.1","shape","FALSE","TRUE","America/Chicago","3","55005","1840006718"
"North Lynbrook","North Lynbrook","NY","New York","36059","Nassau","40.6685","-73.6736","470","3261.3","shape","FALSE","FALSE","America/New_York","2","11563","1840034039"
"Cream Ridge","Cream Ridge","NJ","New Jersey","34025","Monmouth","40.1326","-74.5348","470","60.1","shape","FALSE","FALSE","America/New_York","3","08514","1840033255"
"Danwood","Danwood","SC","South Carolina","45041","Florence","34.0903","-79.7695","470","95.6","shape","FALSE","FALSE","America/New_York","3","29505 29541","1840107272"
"Polk","Polk","OH","Ohio","39005","Ashland","40.9449","-82.2147","470","179.3","shape","FALSE","TRUE","America/New_York","3","44866","1840011804"
"North Santee","North Santee","SC","South Carolina","45027","Clarendon","33.5368","-80.4182","470","19.9","shape","FALSE","FALSE","America/New_York","3","29148","1840144327"
"Avinger","Avinger","TX","Texas","48067","Cass","32.8980","-94.5533","470","93.3","shape","FALSE","TRUE","America/Chicago","3","75630","1840020681"
"Hickory","Hickory","MS","Mississippi","28101","Newton","32.3167","-89.0217","470","194.0","shape","FALSE","TRUE","America/Chicago","3","39332","1840015806"
"Neola","Neola","UT","Utah","49013","Duchesne","40.4343","-110.0309","470","48.1","shape","FALSE","FALSE","America/Denver","3","84053","1840018750"
"Branch","Branch","LA","Louisiana","22001","Acadia","30.3480","-92.2771","470","24.7","shape","FALSE","FALSE","America/Chicago","3","70516","1840026025"
"De Beque","De Beque","CO","Colorado","08077","Mesa","39.3105","-108.2049","470","65.3","shape","FALSE","TRUE","America/Denver","3","81630","1840021461"
"Johnsonburg","Johnsonburg","NJ","New Jersey","34041","Warren","40.9623","-74.8765","470","170.4","shape","FALSE","FALSE","America/New_York","3","07846 07821 07825","1840024230"
"Mamanasco Lake","Mamanasco Lake","CT","Connecticut","09190","Western Connecticut","41.3189","-73.5253","470","443.2","shape","FALSE","FALSE","America/New_York","3","06877","1840151855"
"Stotonic Village","Stotonic Village","AZ","Arizona","04021","Pinal","33.1528","-111.8167","470","35.5","shape","FALSE","TRUE","America/Phoenix","4","85248 85147","1840042796"
"Firth","Firth","NE","Nebraska","31109","Lancaster","40.5360","-96.6046","469","762.9","shape","FALSE","TRUE","America/Chicago","3","68358","1840011848"
"Cape Royale","Cape Royale","TX","Texas","48407","San Jacinto","30.6531","-95.1265","469","92.1","shape","FALSE","FALSE","America/Chicago","3","77331","1840139772"
"Wenden","Wenden","AZ","Arizona","04012","La Paz","33.8324","-113.5432","469","12.1","shape","FALSE","FALSE","America/Phoenix","3","85357 85348","1840019270"
"Lake Milton","Lake Milton","OH","Ohio","39099","Mahoning","41.0960","-80.9812","469","121.9","shape","FALSE","FALSE","America/New_York","3","44429","1840034119"
"Gilman","Gilman","WI","Wisconsin","55119","Taylor","45.1662","-90.8072","469","77.4","shape","FALSE","TRUE","America/Chicago","3","54433","1840001569"
"Beverly Hills","Beverly Hills","MO","Missouri","29189","St. Louis","38.6979","-90.2901","469","2807.9","shape","FALSE","TRUE","America/Chicago","2","63121","1840007451"
"Laurel Hill","Laurel Hill","FL","Florida","12091","Okaloosa","30.9623","-86.4586","469","43.1","shape","FALSE","TRUE","America/Chicago","3","32567","1840015010"
"Sigel","Sigel","IL","Illinois","17173","Shelby","39.2257","-88.4945","469","240.0","shape","FALSE","TRUE","America/Chicago","3","62462","1840010614"
"Lefors","Lefors","TX","Texas","48179","Gray","35.4396","-100.8040","469","464.8","shape","FALSE","TRUE","America/Chicago","3","79054","1840022590"
"Menlo","Menlo","GA","Georgia","13055","Chattooga","34.4835","-85.4776","469","231.3","shape","FALSE","TRUE","America/New_York","3","30731","1840014679"
"Camden Point","Camden Point","MO","Missouri","29165","Platte","39.4532","-94.7489","469","283.1","shape","FALSE","TRUE","America/Chicago","3","64018","1840007356"
"Arlington","Arlington","IN","Indiana","18139","Rush","39.6458","-85.5797","469","228.2","shape","FALSE","FALSE","America/Indiana/Indianapolis","3","46104","1840026613"
"Bowersville","Bowersville","GA","Georgia","13147","Hart","34.3730","-83.0838","469","55.7","shape","FALSE","TRUE","America/New_York","3","30516","1840015564"
"Leasburg","Leasburg","MO","Missouri","29055","Crawford","38.0950","-91.2952","469","418.8","shape","FALSE","TRUE","America/Chicago","3","65535","1840012949"
"Bell","Bell","FL","Florida","12041","Gilchrist","29.7568","-82.8620","469","110.6","shape","FALSE","TRUE","America/New_York","3","32619","1840015944"
"La Paz Valley","La Paz Valley","AZ","Arizona","04012","La Paz","33.5582","-114.2434","469","6.2","shape","FALSE","FALSE","America/Phoenix","3","85346","1840022878"
"Alma","Alma","TX","Texas","48139","Ellis","32.2813","-96.5497","469","33.5","shape","FALSE","TRUE","America/Chicago","3","75119","1840022084"
"Green Valley Farms","Green Valley Farms","TX","Texas","48061","Cameron","26.1219","-97.5610","468","46.8","shape","FALSE","FALSE","America/Chicago","3","78586","1840037049"
"Big Bay","Big Bay","MI","Michigan","26103","Marquette","46.8145","-87.6997","468","46.4","shape","FALSE","FALSE","America/Detroit","3","49808","1840006572"
"Killington Village","Killington Village","VT","Vermont","50021","Rutland","43.6505","-72.7851","468","30.4","shape","FALSE","FALSE","America/New_York","3","05751","1840143100"
"Silo","Silo","OK","Oklahoma","40013","Bryan","34.0356","-96.4744","468","347.3","shape","FALSE","TRUE","America/Chicago","3","74701","1840022899"
"Whitefield","Whitefield","OK","Oklahoma","40061","Haskell","35.2545","-95.2391","468","105.8","shape","FALSE","TRUE","America/Chicago","3","74472","1840022770"
"Mount Aetna","Mount Aetna","PA","Pennsylvania","42011","Berks","40.4206","-76.2966","468","365.2","shape","FALSE","FALSE","America/New_York","3","19544 17067","1840026452"
"Woodbourne","Woodbourne","NY","New York","36105","Sullivan","41.7610","-74.5978","468","250.7","shape","FALSE","FALSE","America/New_York","3","12788","1840033993"
"Charter Oak","Charter Oak","IA","Iowa","19047","Crawford","42.0682","-95.5897","468","352.0","shape","FALSE","TRUE","America/Chicago","3","51439","1840007004"
"Van Voorhis","Van Voorhis","PA","Pennsylvania","42125","Washington","40.1598","-79.9731","468","54.9","shape","FALSE","FALSE","America/New_York","3","15366","1840024316"
"New Auburn","New Auburn","MN","Minnesota","27143","Sibley","44.6728","-94.2320","468","265.0","shape","FALSE","TRUE","America/Chicago","3","55336 55366","1840007868"
"Iuka","Iuka","IL","Illinois","17121","Marion","38.6181","-88.7881","468","246.4","shape","FALSE","TRUE","America/Chicago","3","62849","1840012843"
"Freeville","Freeville","NY","New York","36109","Tompkins","42.5114","-76.3457","468","170.7","shape","FALSE","TRUE","America/New_York","3","13068","1840004542"
"Grantfork","Grantfork","IL","Illinois","17119","Madison","38.8289","-89.6665","468","170.1","shape","FALSE","TRUE","America/Chicago","3","62249","1840012790"
"Mud Lake","Mud Lake","ID","Idaho","16051","Jefferson","43.8431","-112.4798","468","320.9","shape","FALSE","TRUE","America/Boise","3","83450","1840020024"
"Nazlini","Nazlini","AZ","Arizona","04001","Apache","35.9155","-109.4726","468","24.2","shape","FALSE","FALSE","America/Denver","3","86540","1840018997"
"South Renovo","South Renovo","PA","Pennsylvania","42035","Clinton","41.3244","-77.7430","467","546.0","shape","FALSE","TRUE","America/New_York","3","17764","1840035202"
"Rose Bud","Rose Bud","AR","Arkansas","05145","White","35.3249","-92.0810","467","29.9","shape","FALSE","TRUE","America/Chicago","3","72137","1840017838"
"Wrightstown","Wrightstown","NJ","New Jersey","34005","Burlington","40.0258","-74.6318","467","97.4","shape","FALSE","TRUE","America/New_York","3","08640 08562","1840001481"
