"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"Gem","Gem","KS","Kansas","20193","Thomas","39.4260","-100.8973","113","67.9","shape","FALSE","TRUE","America/Chicago","3","67734","1840008469"
"Brooks","Brooks","MN","Minnesota","27125","Red Lake","47.8165","-96.0036","113","37.9","shape","FALSE","TRUE","America/Chicago","3","56715","1840003998"
"Haynes","Haynes","AR","Arkansas","05077","Lee","34.8909","-90.7926","113","129.5","shape","FALSE","TRUE","America/Chicago","3","72341","1840015536"
"Hannasville","Hannasville","PA","Pennsylvania","42121","Venango","41.4716","-79.9311","113","28.8","shape","FALSE","FALSE","America/New_York","3","16314 16323 16362","1840024143"
"Brooklyn Heights","Brooklyn Heights","MO","Missouri","29097","Jasper","37.1694","-94.3856","113","202.5","shape","FALSE","TRUE","America/Chicago","3","64836","1840009914"
"Oakley","Oakley","WY","Wyoming","56023","Lincoln","41.7510","-110.5261","113","41.5","shape","FALSE","TRUE","America/Denver","4","83101","1840037121"
"Bellamy","Bellamy","AL","Alabama","01119","Sumter","32.4582","-88.1277","113","11.6","shape","FALSE","FALSE","America/Chicago","3","35470 36901","1840025886"
"Media","Media","IL","Illinois","17071","Henderson","40.7694","-90.8327","113","25.7","shape","FALSE","TRUE","America/Chicago","3","61460","1840011795"
"Minto","Minto","AK","Alaska","02290","Yukon-Koyukuk","65.1033","-149.5565","113","0.0","shape","FALSE","FALSE","America/Anchorage","3","99758","1840023429"
"Maxville","Maxville","MT","Montana","30039","Granite","46.4760","-113.2355","113","6.3","shape","FALSE","FALSE","America/Denver","3","59837","1840023861"
"Blacktail","Blacktail","ND","North Dakota","38105","Williams","48.4327","-103.7400","113","5.6","shape","FALSE","FALSE","America/Chicago","3","58801","1840150219"
"Mount Hebron","Mount Hebron","CA","California","06093","Siskiyou","41.7857","-122.0080","113","58.8","shape","FALSE","FALSE","America/Los_Angeles","3","96058","1840018694"
"Centerville","Centerville","WA","Washington","53039","Klickitat","45.7540","-120.9080","113","13.2","shape","FALSE","FALSE","America/Los_Angeles","3","98613","1840017401"
"Bridgeville","Bridgeville","NY","New York","36105","Sullivan","41.6319","-74.6268","112","25.8","shape","FALSE","FALSE","America/New_York","3","12701","1840083111"
"Jacksonburg","Jacksonburg","WV","West Virginia","54103","Wetzel","39.5304","-80.6404","112","29.2","shape","FALSE","FALSE","America/New_York","3","26377","1840025591"
"Spencer","Spencer","SD","South Dakota","46087","McCook","43.7273","-97.5911","112","104.2","shape","FALSE","TRUE","America/Chicago","3","57374","1840002656"
"New Buffalo","New Buffalo","PA","Pennsylvania","42099","Perry","40.4542","-76.9703","112","413.9","shape","FALSE","TRUE","America/New_York","3","17069 17020","1840001305"
"Pisek","Pisek","ND","North Dakota","38099","Walsh","48.3107","-97.7104","112","144.6","shape","FALSE","TRUE","America/Chicago","3","58273","1840000086"
"Blawenburg","Blawenburg","NJ","New Jersey","34035","Somerset","40.4056","-74.6971","112","71.1","shape","FALSE","FALSE","America/New_York","3","08558","1840024272"
"Reliance","Reliance","SD","South Dakota","46085","Lyman","43.8800","-99.6018","112","39.8","shape","FALSE","TRUE","America/Chicago","3","57569","1840002526"
"Millerville","Millerville","MN","Minnesota","27041","Douglas","46.0691","-95.5569","112","50.2","shape","FALSE","TRUE","America/Chicago","3","56315","1840007772"
"Covel","Covel","WV","West Virginia","54109","Wyoming","37.4907","-81.3195","112","123.7","shape","FALSE","FALSE","America/New_York","3","24719","1840038235"
"Yoder","Yoder","WY","Wyoming","56015","Goshen","41.9170","-104.2955","112","123.5","shape","FALSE","TRUE","America/Denver","3","82244","1840022366"
"Radley","Radley","KS","Kansas","20037","Crawford","37.4851","-94.7617","112","57.3","shape","FALSE","FALSE","America/Chicago","3","66762 66743","1840058035"
"Tingley","Tingley","IA","Iowa","19159","Ringgold","40.8527","-94.1958","112","63.2","shape","FALSE","TRUE","America/Chicago","3","50863","1840010366"
"Glencoe","Glencoe","OH","Ohio","39013","Belmont","40.0106","-80.8815","112","35.4","shape","FALSE","FALSE","America/New_York","3","43928","1840026548"
"Nardin","Nardin","OK","Oklahoma","40071","Kay","36.8041","-97.4499","112","41.6","shape","FALSE","FALSE","America/Chicago","3","74646","1840026902"
"Sand Fork","Sand Fork","WV","West Virginia","54021","Gilmer","38.9154","-80.7477","112","200.6","shape","FALSE","TRUE","America/New_York","3","26430","1840005999"
"Loyal","Loyal","OK","Oklahoma","40073","Kingfisher","35.9727","-98.1182","112","103.6","shape","FALSE","TRUE","America/Chicago","3","73756","1840021681"
"Edmond","Edmond","KS","Kansas","20137","Norton","39.6272","-99.8199","112","63.0","shape","FALSE","TRUE","America/Chicago","3","67645","1840008420"
"Adams","Adams","ND","North Dakota","38099","Walsh","48.4202","-98.0737","112","44.3","shape","FALSE","TRUE","America/Chicago","3","58210","1840001886"
"Concord","Concord","AR","Arkansas","05023","Cleburne","35.6623","-91.8507","112","14.0","shape","FALSE","TRUE","America/Chicago","3","72523","1840016305"
"Douds","Douds","IA","Iowa","19177","Van Buren","40.8438","-92.0764","112","19.6","shape","FALSE","FALSE","America/Chicago","3","52551","1840005358"
"Loma Mar","Loma Mar","CA","California","06081","San Mateo","37.2658","-122.3007","112","25.0","shape","FALSE","FALSE","America/Los_Angeles","3","94021","1840026828"
"Mount Moriah","Mount Moriah","MO","Missouri","29081","Harrison","40.3293","-93.7971","112","42.4","shape","FALSE","TRUE","America/Chicago","3","64481","1840009421"
"Tierra Verde","Tierra Verde","TX","Texas","48355","Nueces","27.7616","-97.7174","112","21.6","shape","FALSE","TRUE","America/Chicago","4","78380","1840042640"
"Lawrence Creek","Lawrence Creek","OK","Oklahoma","40037","Creek","36.0838","-96.4267","112","62.3","shape","FALSE","TRUE","America/Chicago","3","74044","1840021695"
"Olean","Olean","MO","Missouri","29131","Miller","38.4103","-92.5300","112","172.0","shape","FALSE","TRUE","America/Chicago","3","65064","1840009816"
"Alden","Alden","MI","Michigan","26009","Antrim","44.8792","-85.2729","112","108.1","shape","FALSE","FALSE","America/Detroit","3","49612","1840023914"
"Bridgewater","Bridgewater","IA","Iowa","19001","Adair","41.2471","-94.6689","112","239.5","shape","FALSE","TRUE","America/Chicago","3","50837","1840004898"
"Webster","Webster","PA","Pennsylvania","42129","Westmoreland","40.1878","-79.8489","112","73.6","shape","FALSE","FALSE","America/New_York","3","15087 15012","1840026434"
"Sylvanite","Sylvanite","MT","Montana","30053","Lincoln","48.7063","-115.8741","112","7.6","shape","FALSE","FALSE","America/Denver","3","59935","1840023748"
"Needmore","Needmore","PA","Pennsylvania","42057","Fulton","39.8474","-78.1432","112","95.2","shape","FALSE","FALSE","America/New_York","3","17238","1840026555"
"Lena","Lena","MS","Mississippi","28079","Leake","32.5939","-89.5948","111","25.8","shape","FALSE","TRUE","America/Chicago","3","39094","1840016952"
"Albert","Albert","KS","Kansas","20009","Barton","38.4540","-99.0111","111","210.5","shape","FALSE","TRUE","America/Chicago","3","67511","1840007482"
"Round Top","Round Top","TX","Texas","48149","Fayette","30.0639","-96.6957","111","44.9","shape","FALSE","TRUE","America/Chicago","3","78954","1840022207"
"Elk Creek","Elk Creek","NE","Nebraska","31097","Johnson","40.2883","-96.1269","111","169.2","shape","FALSE","TRUE","America/Chicago","3","68348","1840012169"
"Hepler","Hepler","KS","Kansas","20037","Crawford","37.6637","-94.9697","111","42.9","shape","FALSE","TRUE","America/Chicago","3","66746","1840007593"
